,date,max_dew_point_v,max_relative_humidity_v,max_temperature_v,max_wind_speed_v,min_dew_point_v,min_relative_humidity_v,min_temperature_v,min_wind_speed_v,precipitation_v,rain_v,snow_v,snow_on_ground_v,solar_radiation_v,year,month,day,weekday_0,weekday_1,weekday_2,weekday_3,weekday_4,weekday_5,weekday_6
376,2020-02-18,-4.44,84.91,-0.03,31.33,-12.28,58.65,-8.34,5.8,1.84,1.05,0.83,6.0,,2020,2,18,0,1,0,0,0,0,0
377,2020-02-17,-4.49,85.05,-0.13,31.24,-12.35,58.77,-8.43,5.77,1.8,0.98,0.85,6.1,,2020,2,17,1,0,0,0,0,0,0
378,2020-02-16,-4.6,84.95,-0.23,31.13,-12.39,59.03,-8.52,5.82,1.73,0.9,0.86,6.2,,2020,2,16,0,0,0,0,0,0,1
379,2020-02-15,-4.7,85.0,-0.37,31.14,-12.52,59.2,-8.66,5.98,1.85,0.93,0.95,6.3,,2020,2,15,0,0,0,0,0,1,0
380,2020-02-14,-4.78,85.12,-0.47,31.22,-12.57,59.42,-8.77,5.99,1.77,0.87,0.94,6.4,,2020,2,14,0,0,0,0,1,0,0
381,2020-02-13,-5.06,85.03,-0.72,31.14,-12.69,59.58,-8.94,6.09,1.77,0.82,0.99,6.6,,2020,2,13,0,0,0,1,0,0,0
382,2020-02-12,-5.23,84.97,-0.94,31.26,-12.99,59.51,-9.2,6.15,1.7,0.74,1.02,6.7,,2020,2,12,0,0,1,0,0,0,0
383,2020-02-11,-5.34,85.04,-1.1,31.4,-13.09,59.46,-9.31,6.09,1.77,0.78,1.05,6.7,,2020,2,11,0,1,0,0,0,0,0
384,2020-02-10,-5.33,85.16,-1.11,31.08,-13.0,59.58,-9.25,6.08,1.78,0.81,1.03,6.8,,2020,2,10,1,0,0,0,0,0,0
385,2020-02-09,-5.37,85.16,-1.16,30.95,-12.97,59.77,-9.25,6.13,1.72,0.72,1.07,6.9,,2020,2,9,0,0,0,0,0,0,1
386,2020-02-08,-5.32,85.18,-1.12,31.06,-12.94,59.84,-9.22,6.39,1.68,0.68,1.04,7.0,,2020,2,8,0,0,0,0,0,1,0
387,2020-02-07,-5.34,85.28,-1.14,30.93,-12.94,59.99,-9.27,6.29,1.61,0.62,1.05,7.1,,2020,2,7,0,0,0,0,1,0,0
388,2020-02-06,-5.36,85.55,-1.2,30.98,-12.95,60.06,-9.35,6.29,1.58,0.62,1.02,7.1,,2020,2,6,0,0,0,1,0,0,0
389,2020-02-05,-5.22,85.83,-1.14,30.73,-12.79,60.58,-9.25,6.25,1.67,0.69,1.04,7.2,,2020,2,5,0,0,1,0,0,0,0
390,2020-02-04,-5.19,85.87,-1.08,30.45,-12.61,60.84,-9.09,6.16,1.67,0.68,1.07,7.2,,2020,2,4,0,1,0,0,0,0,0
391,2020-02-03,-5.08,86.06,-0.97,30.41,-12.54,60.98,-9.02,6.26,1.76,0.7,1.16,7.2,,2020,2,3,1,0,0,0,0,0,0
392,2020-02-02,-5.23,85.86,-1.11,30.27,-12.62,60.9,-9.08,6.38,1.74,0.71,1.14,7.2,,2020,2,2,0,0,0,0,0,0,1
393,2020-02-01,-5.28,85.88,-1.21,30.39,-12.75,60.8,-9.2,6.31,1.72,0.7,1.13,7.1,,2020,2,1,0,0,0,0,0,1,0
394,2020-01-31,-5.16,86.0,-1.18,30.6,-12.79,60.82,-9.21,6.2,1.61,0.67,1.05,7.0,,2020,1,31,0,0,0,0,1,0,0
395,2020-01-30,-5.12,86.2,-1.19,30.61,-12.78,60.88,-9.16,6.29,1.7,0.74,1.06,6.9,,2020,1,30,0,0,0,1,0,0,0
396,2020-01-29,-5.11,86.27,-1.23,30.61,-12.83,60.95,-9.25,6.22,1.67,0.76,1.03,6.8,,2020,1,29,0,0,1,0,0,0,0
397,2020-01-28,-5.27,86.28,-1.39,30.33,-12.9,61.02,-9.38,6.08,1.68,0.8,0.98,6.8,,2020,1,28,0,1,0,0,0,0,0
398,2020-01-27,-5.45,86.26,-1.56,30.14,-13.07,61.05,-9.56,6.1,1.63,0.77,0.96,6.7,,2020,1,27,1,0,0,0,0,0,0
399,2020-01-26,-5.53,86.11,-1.66,30.39,-13.19,61.22,-9.68,6.3,1.59,0.74,0.95,6.5,,2020,1,26,0,0,0,0,0,0,1
400,2020-01-25,-5.48,86.27,-1.67,30.65,-13.14,61.27,-9.61,6.38,1.6,0.77,0.93,6.4,,2020,1,25,0,0,0,0,0,1,0
401,2020-01-24,-5.44,86.4,-1.7,30.64,-13.21,61.67,-9.66,6.24,1.66,0.86,0.92,6.3,,2020,1,24,0,0,0,0,1,0,0
402,2020-01-23,-5.42,86.42,-1.72,30.8,-13.27,61.66,-9.71,6.37,1.68,0.9,0.89,6.2,,2020,1,23,0,0,0,1,0,0,0
403,2020-01-22,-5.48,86.37,-1.8,30.6,-13.19,61.98,-9.65,6.27,1.82,0.99,0.94,6.2,,2020,1,22,0,0,1,0,0,0,0
404,2020-01-21,-5.49,86.41,-1.82,30.66,-13.27,61.89,-9.73,6.18,1.77,0.94,0.96,6.1,,2020,1,21,0,1,0,0,0,0,0
405,2020-01-20,-5.34,86.62,-1.75,30.71,-13.22,62.05,-9.71,6.23,1.79,1.0,0.89,6.0,,2020,1,20,1,0,0,0,0,0,0
406,2020-01-19,-5.13,86.82,-1.6,30.65,-12.95,62.63,-9.48,6.17,1.77,1.02,0.84,6.0,,2020,1,19,0,0,0,0,0,0,1
407,2020-01-18,-4.9,87.09,-1.39,30.87,-12.69,62.94,-9.24,6.13,1.85,1.08,0.84,5.9,,2020,1,18,0,0,0,0,0,1,0
408,2020-01-17,-4.78,87.21,-1.27,30.91,-12.59,63.0,-9.12,6.24,1.92,1.16,0.83,6.0,,2020,1,17,0,0,0,0,1,0,0
409,2020-01-16,-4.79,87.24,-1.24,30.78,-12.44,63.14,-8.98,6.26,1.97,1.19,0.84,5.9,,2020,1,16,0,0,0,1,0,0,0
410,2020-01-15,-4.84,87.17,-1.26,30.78,-12.45,63.14,-9.04,6.2,1.91,1.14,0.85,5.9,,2020,1,15,0,0,1,0,0,0,0
411,2020-01-14,-4.77,87.26,-1.23,30.88,-12.45,63.18,-9.0,6.25,1.92,1.15,0.86,5.8,,2020,1,14,0,1,0,0,0,0,0
412,2020-01-13,-4.52,87.46,-1.04,31.09,-12.25,63.44,-8.78,6.28,1.93,1.12,0.91,5.7,,2020,1,13,1,0,0,0,0,0,0
413,2020-01-12,-4.31,87.64,-0.88,31.01,-11.98,63.73,-8.51,6.29,1.98,1.12,0.96,5.6,,2020,1,12,0,0,0,0,0,0,1
414,2020-01-11,-4.16,87.81,-0.75,31.06,-11.82,63.86,-8.31,6.28,2.02,1.18,0.92,5.4,,2020,1,11,0,0,0,0,0,1,0
415,2020-01-10,-4.05,87.9,-0.65,30.95,-11.72,63.97,-8.23,6.39,2.07,1.21,0.96,5.2,,2020,1,10,0,0,0,0,1,0,0
416,2020-01-09,-4.01,87.78,-0.6,31.04,-11.62,63.87,-8.13,6.57,2.03,1.16,0.94,4.9,,2020,1,9,0,0,0,1,0,0,0
417,2020-01-08,-3.91,87.76,-0.48,31.02,-11.47,63.93,-7.94,6.51,2.0,1.13,0.95,4.7,,2020,1,8,0,0,1,0,0,0,0
418,2020-01-07,-3.67,87.93,-0.29,31.15,-11.31,63.9,-7.74,6.5,1.92,1.09,0.91,4.4,,2020,1,7,0,1,0,0,0,0,0
419,2020-01-06,-3.58,87.9,-0.19,31.18,-11.13,64.11,-7.55,6.53,1.94,1.15,0.86,4.2,,2020,1,6,1,0,0,0,0,0,0
420,2020-01-05,-3.55,87.92,-0.17,31.06,-10.96,64.28,-7.38,6.38,1.97,1.19,0.86,4.0,,2020,1,5,0,0,0,0,0,0,1
421,2020-01-04,-3.6,87.84,-0.19,30.99,-10.94,64.12,-7.38,6.3,1.89,1.13,0.84,3.8,,2020,1,4,0,0,0,0,0,1,0
422,2020-01-03,-3.62,87.81,-0.19,30.59,-10.96,64.18,-7.47,6.23,1.84,1.11,0.81,3.8,,2020,1,3,0,0,0,0,1,0,0
423,2020-01-02,-3.59,87.88,-0.17,30.47,-10.86,64.41,-7.41,6.25,1.8,1.07,0.82,3.7,,2020,1,2,0,0,0,1,0,0,0
424,2020-01-01,-3.56,87.83,-0.15,30.4,-10.77,64.52,-7.35,6.27,1.78,1.06,0.82,3.7,,2020,1,1,0,0,1,0,0,0,0
